x,y
0.44902,-0.00019614500000000003
0.450305,-0.000191811
0.45159,-0.00018747700000000002
0.452875,-0.000183143
0.45416,-0.000178809
0.455446,-0.000174475
0.456731,-0.00017014099999999998
0.458016,-0.00016580700000000002
0.459301,-0.000161473
0.460586,-0.00015713900000000001
0.461872,-0.000152804
0.463157,-0.00014847
0.464442,-0.00014413599999999998
0.465727,-0.00013980200000000001
0.467012,-0.000135468
0.468297,-0.000131134
0.469583,-0.0001268
0.470868,-0.000122466
0.472153,-0.000118132
0.473438,-0.000113797
0.474723,-0.000109463
0.476008,-0.000105129
0.477294,-0.000100795
0.478579,-9.646100000000001e-05
0.479864,-9.212700000000001e-05
0.481149,-8.7793e-05
0.482434,-8.3459e-05
0.48372,-7.9125e-05
0.485005,-7.4791e-05
0.48629,-7.0456e-05
0.487575,-6.6122e-05
0.48886,-6.1788e-05
0.490145,-5.7454e-05
0.491431,-5.312e-05
0.492716,-4.8786000000000004e-05
0.494001,-4.4452e-05
0.495286,-4.0118000000000005e-05
0.496571,-3.5784e-05
0.497857,-3.145e-05
0.499142,-2.8511000000000002e-05
0.500427,-2.9047e-05
0.501712,-2.9584e-05
0.502997,-3.0120000000000003e-05
0.504282,-3.0656e-05
0.505568,-3.1193e-05
0.506853,-3.1729e-05
0.508138,-3.2265000000000004e-05
0.509423,-3.2801999999999995e-05
0.510708,-3.3338e-05
0.511993,-3.3874e-05
0.513279,-3.4411e-05
0.514564,-3.4947e-05
0.515849,-3.5483e-05
0.517134,-3.6020000000000004e-05
0.518419,-3.6556e-05
0.519705,-3.7093e-05
0.52099,-3.7629e-05
0.522275,-3.8165e-05
0.52356,-3.8702e-05
0.524845,-3.9238000000000006e-05
0.52613,-3.9773999999999996e-05
0.527416,-4.0311e-05
0.528701,-4.0847000000000004e-05
0.529986,-4.138300000000001e-05
0.531271,-4.192e-05
0.532556,-4.2456e-05
0.533841,-4.2992000000000004e-05
0.535127,-4.3528999999999996e-05
0.536412,-4.4065e-05
0.537697,-4.4602000000000004e-05
0.538982,-4.5138e-05
0.540267,-4.5674000000000003e-05
0.541553,-4.6211e-05
0.542838,-4.6747e-05
0.544123,-4.7283e-05
0.545408,-4.782e-05
0.546693,-4.8356e-05
0.547978,-4.8892e-05
0.549264,-4.9293e-05
0.550549,-4.9521e-05
0.551834,-4.9748e-05
0.553119,-4.9976000000000004e-05
0.554404,-5.0204e-05
0.555689,-5.0432e-05
0.556975,-5.0659000000000004e-05
0.55826,-5.0887e-05
0.559545,-5.1115e-05
0.56083,-5.1342e-05
0.562115,-5.1569999999999996e-05
0.563401,-5.1798e-05
0.564686,-5.2026000000000006e-05
0.565971,-5.2253e-05
0.567256,-5.2481e-05
0.568541,-5.2709e-05
0.569826,-5.2937e-05
0.571112,-5.3164e-05
0.572397,-5.3392e-05
0.573682,-5.3620000000000005e-05
0.574967,-5.3847e-05
0.576252,-5.4075e-05
0.577537,-5.4303e-05
0.578823,-5.4531000000000004e-05
0.580108,-5.4758e-05
0.581393,-5.4986e-05
0.582678,-5.5214000000000004e-05
0.583963,-5.5442e-05
0.585249,-5.5669000000000005e-05
0.586534,-5.5897000000000004e-05
0.587819,-5.6125e-05
0.589104,-5.6353e-05
0.590389,-5.658e-05
0.591674,-5.6807999999999995e-05
0.59296,-5.703600000000001e-05
0.594245,-5.7263000000000004e-05
0.59553,-5.7491e-05
0.596815,-5.7719e-05
0.5981,-5.7947e-05
0.599386,-5.8159000000000003e-05
0.600671,-5.8360000000000004e-05
0.601956,-5.8561000000000004e-05
0.603241,-5.8763000000000006e-05
0.604526,-5.896400000000001e-05
0.605811,-5.9165e-05
0.607097,-5.9367e-05
0.608382,-5.9568e-05
0.609667,-5.9769e-05
0.610952,-5.9970000000000004e-05
0.612237,-6.0172000000000006e-05
0.613522,-6.0373000000000006e-05
0.614808,-6.0574000000000007e-05
0.616093,-6.0775999999999995e-05
0.617378,-6.0977e-05
0.618663,-6.1178e-05
0.619948,-6.138e-05
0.621234,-6.158099999999999e-05
0.622519,-6.1782e-05
0.623804,-6.1984e-05
0.625089,-6.2185e-05
0.626374,-6.2386e-05
0.627659,-6.2588e-05
0.628945,-6.2789e-05
0.63023,-6.299e-05
0.631515,-6.3191e-05
0.6328,-6.339300000000001e-05
0.634085,-6.3594e-05
0.63537,-6.379500000000001e-05
0.636656,-6.3997e-05
0.637941,-6.419800000000001e-05
0.639226,-6.4399e-05
0.640511,-6.4601e-05
0.641796,-6.4802e-05
0.643082,-6.5003e-05
0.644367,-6.5205e-05
0.645652,-6.5406e-05
0.646937,-6.5607e-05
0.648222,-6.5809e-05
0.649507,-6.604500000000001e-05
0.650793,-6.629400000000001e-05
0.652078,-6.6543e-05
0.653363,-6.6791e-05
0.654648,-6.704000000000001e-05
0.655933,-6.7289e-05
0.657218,-6.7538e-05
0.658504,-6.7786e-05
0.659789,-6.8035e-05
0.661074,-6.8284e-05
0.662359,-6.8532e-05
0.663644,-6.878099999999999e-05
0.66493,-6.903e-05
0.666215,-6.927800000000001e-05
0.6675,-6.9527e-05
0.668785,-6.9776e-05
0.67007,-7.002500000000001e-05
0.671355,-7.027300000000001e-05
0.672641,-7.0522e-05
0.673926,-7.0771e-05
0.675211,-7.1019e-05
0.676496,-7.1268e-05
0.677781,-7.1517e-05
0.679066,-7.1765e-05
0.680352,-7.201399999999999e-05
0.681637,-7.2263e-05
0.682922,-7.251100000000001e-05
0.684207,-7.276e-05
0.685492,-7.3009e-05
0.686778,-7.325800000000001e-05
0.688063,-7.3506e-05
0.689348,-7.3755e-05
0.690633,-7.4004e-05
0.691918,-7.4252e-05
0.693203,-7.4501e-05
0.694489,-7.475e-05
0.695774,-7.4998e-05
0.697059,-7.524699999999999e-05
0.698344,-7.5496e-05
0.699629,-7.5939e-05
0.700915,-7.6402e-05
0.7022,-7.6866e-05
0.703485,-7.732999999999999e-05
0.70477,-7.779400000000001e-05
0.706055,-7.8258e-05
0.70734,-7.872100000000001e-05
0.708626,-7.918500000000001e-05
0.709911,-7.9649e-05
0.711196,-8.011300000000001e-05
0.72,-8.011300000000001e-05
0.73,-8.011300000000001e-05
0.74,-8.011300000000001e-05
0.75,-8.011300000000001e-05
0.76,-8.011300000000001e-05
0.77,-8.011300000000001e-05
0.78,-8.011300000000001e-05
0.79,-8.011300000000001e-05
0.8,-8.011300000000001e-05
0.81,-8.011300000000001e-05
0.82,-8.011300000000001e-05
0.83,-8.011300000000001e-05
0.84,-8.011300000000001e-05
0.85,-8.011300000000001e-05
0.86,-8.011300000000001e-05
0.87,-8.011300000000001e-05
0.88,-8.011300000000001e-05
0.89,-8.011300000000001e-05
0.9,-8.011300000000001e-05
0.91,-8.011300000000001e-05
0.92,-8.011300000000001e-05
0.93,-8.011300000000001e-05
0.94,-8.011300000000001e-05
0.95,-8.011300000000001e-05
0.96,-8.011300000000001e-05
0.97,-8.011300000000001e-05
0.98,-8.011300000000001e-05
0.99,-8.011300000000001e-05
1.0,-8.011300000000001e-05
